2.5714285714285715e+001,3.5100910000000001e+000
5.1428571428571431e+001,3.5267490000000001e+000
7.7142857142857139e+001,3.5399880000000001e+000
1.0285714285714286e+002,3.5527660000000001e+000
1.2857142857142858e+002,3.5650130000000000e+000
1.5428571428571428e+002,3.5766969999999998e+000
1.8000000000000000e+002,3.5878120000000000e+000
2.0571428571428572e+002,3.5983660000000000e+000
2.3142857142857142e+002,3.6083769999999999e+000
2.5714285714285717e+002,3.6178699999999999e+000
2.8285714285714283e+002,3.6268720000000001e+000
3.0857142857142856e+002,3.6354160000000002e+000
3.3428571428571428e+002,3.6435339999999998e+000
3.6000000000000000e+002,3.6512639999999998e+000
3.8571428571428572e+002,3.6586409999999998e+000
4.1142857142857144e+002,3.6657030000000002e+000
4.3714285714285717e+002,3.6724880000000000e+000
4.6285714285714283e+002,3.6790360000000000e+000
4.8857142857142856e+002,3.6853859999999998e+000
5.1428571428571433e+002,3.6915770000000001e+000
5.4000000000000000e+002,3.6976499999999999e+000
5.6571428571428567e+002,3.7036449999999999e+000
5.9142857142857144e+002,3.7096030000000000e+000
6.1714285714285711e+002,3.7155640000000001e+000
6.4285714285714289e+002,3.7215690000000001e+000
6.6857142857142856e+002,3.7276600000000002e+000
6.9428571428571433e+002,3.7338760000000000e+000
7.2000000000000000e+002,3.7402609999999998e+000
7.4571428571428567e+002,3.7468539999999999e+000
7.7142857142857144e+002,3.7536980000000000e+000
7.9714285714285711e+002,3.7608370000000000e+000
8.2285714285714289e+002,3.7683119999999999e+000
8.4857142857142856e+002,3.7761650000000002e+000
8.7428571428571433e+002,3.7844410000000002e+000
9.0000000000000000e+002,3.7931819999999998e+000
9.2571428571428567e+002,3.8024320000000000e+000
9.5142857142857144e+002,3.8122330000000000e+000
9.7714285714285711e+002,3.8226300000000002e+000
1.0028571428571429e+003,3.8336660000000000e+000
1.0285714285714287e+003,3.8453870000000001e+000
1.0542857142857142e+003,3.8578350000000001e+000
1.0800000000000000e+003,3.8710559999999998e+000
1.1057142857142858e+003,3.8850959999999999e+000
1.1314285714285713e+003,3.8999999999999999e+000
1.1571428571428571e+003,3.9158149999999998e+000
1.1828571428571429e+003,3.9325890000000001e+000
1.2085714285714287e+003,3.9503650000000001e+000
1.2342857142857142e+003,3.9689950000000001e+000
1.2600000000000000e+003,3.9880860000000000e+000
1.2857142857142858e+003,4.0072289999999997e+000
1.3114285714285713e+003,4.0260210000000001e+000
1.3371428571428571e+003,4.0441110000000000e+000
1.3628571428571429e+003,4.0615930000000002e+000
1.3885714285714287e+003,4.0788339999999996e+000
1.4142857142857142e+003,4.0962350000000001e+000
1.4400000000000000e+003,4.1142580000000004e+000
1.4657142857142858e+003,4.1334530000000003e+000
1.4914285714285713e+003,4.1500000000000004e+000
1.5171428571428571e+003,4.1500000000000004e+000
1.5428571428571429e+003,4.1500000000000004e+000
1.5685714285714287e+003,4.1500000000000004e+000
1.5942857142857142e+003,4.1500000000000004e+000
1.6200000000000000e+003,4.1500000000000004e+000
1.6457142857142858e+003,4.1500000000000004e+000
1.6714285714285713e+003,4.1500000000000004e+000
1.6971428571428571e+003,4.1500000000000004e+000
1.7228571428571429e+003,4.1500000000000004e+000
1.7485714285714287e+003,4.1500000000000004e+000
1.7742857142857142e+003,4.1500000000000004e+000
1.8000000000000000e+003,4.1500000000000004e+000
